WKT,identificatie,rdf_seealso,bouwjaar,status,gebruiksdoel,oppervlakte_min,oppervlakte_max,aantal_verblijfsobjecten,fuuid,latitude,longitude
"POLYGON ((5.89475242440736 51.301487526436,5.89479017897044 51.3013530857196,5.89486097288965 51.3013609118673,5.89486164893983 51.3013585178732,5.89500407097744 51.3013743911211,5.89496796250958 51.3015098045157,5.89494654415627 51.3015864203933,5.89494579930795 51.3015890753658,5.89494178562891 51.3016034031915,5.89494153731269 51.3016042851862,5.89479757904582 51.3015883017048,5.89480911801117 51.3015478732775,5.89482367776393 51.3014953865588,5.89475242440736 51.301487526436))","1640100000025670",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025670,"1957",Pand in gebruik,"winkelfunctie,woonfunctie","194","249","2",pand.d271dd10-4154-42fd-a9cc-a2ed3d3683c6,51.301,5.895
"POLYGON ((5.8949507350479 51.3016513378561,5.89492935212666 51.3017311536203,5.8948047951921 51.301717800146,5.89482655162928 51.3016380277204,5.8949507350479 51.3016513378561))","1640100000025671",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025671,"1994",Pand in gebruik,woonfunctie,"134","134","1",pand.57f64a1f-a85d-4dc2-a790-fab1101a46c9,51.302,5.895
"POLYGON ((5.89582778442709 51.3024824950869,5.89582418075227 51.3024820973476,5.89573964487094 51.3024727407958,5.89572949959601 51.3025043361347,5.89564613943498 51.3024936799772,5.89567034143881 51.3024185799209,5.89572028589726 51.3024249865094,5.89573453607502 51.3023743886963,5.89585874099198 51.3023881382315,5.89584060032839 51.3024525060674,5.89583637858183 51.3024519761964,5.89582863985131 51.3024794710808,5.89582778442709 51.3024824950869))","1640100000025709",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025709,"1973",Pand in gebruik,woonfunctie,"176","176","1",pand.a30b4c00-c2b7-4b3e-9ba1-7426be493186,51.302,5.896
"POLYGON ((5.89567262518616 51.3019301315793,5.89570054024769 51.3018201653596,5.89573436150335 51.3018235412207,5.89572619951281 51.3018555234054,5.89579276537903 51.3018621629527,5.89577148606701 51.3019460144344,5.89577006482841 51.3019458678341,5.89577139121642 51.3019400642029,5.89573831608805 51.3019367390253,5.89567262518616 51.3019301315793))","1640100000025710",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025710,"1993",Pand in gebruik,woonfunctie,"85","85","1",pand.78e98ca0-3a13-480a-a00c-4b65c0f24646,51.302,5.896
"POLYGON ((5.89579449519224 51.3022188435849,5.89575627805047 51.3022147768276,5.89577863348197 51.3021322599921,5.89586247607832 51.3021412240328,5.89585303997857 51.3021759713845,5.89580745664013 51.3021710019947,5.89579449519224 51.3022188435849))","1640100000025712",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025712,"1985",Pand in gebruik,woonfunctie,"102","102","1",pand.f186289e-0286-4a8d-b09c-dcc79628ef74,51.302,5.896
"POLYGON ((5.89568495254684 51.2994613235742,5.89564768707241 51.2994162542926,5.89589895271995 51.2993422832607,5.89592157673127 51.299335622471,5.8959336490925 51.29934844179,5.89597799590385 51.2994049138927,5.8958846697486 51.299433663851,5.89591575275315 51.2994733307929,5.89585568675421 51.2994912745024,5.89584232449887 51.2994952700415,5.89581219852925 51.2995042647597,5.89581110718449 51.2995028313067,5.89578811328464 51.2995097633578,5.89579128415257 51.2995138124793,5.89578546817027 51.2995155997199,5.89569387037325 51.2995437846594,5.89564012562234 51.2994751376057,5.89568495254684 51.2994613235742))","1640100000025713",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025713,"1965",Pand in gebruik,woonfunctie,"329","329","1",pand.9b22d0bc-3c6c-4a72-8a10-311ae858d8ae,51.299,5.896
"POLYGON ((5.89566800845175 51.3027568690462,5.89557360469669 51.3026944760854,5.89565305200916 51.302647233967,5.89567236606995 51.3026599947081,5.8957696912985 51.3026021214392,5.89575039157409 51.3025893606515,5.8958220035743 51.3025467819339,5.89586836231471 51.302578885392,5.89589701447878 51.3025983559378,5.89597808139351 51.3025510885386,5.89595045499082 51.3025323056733,5.89593216267255 51.3025198731007,5.89594850740796 51.3024603581137,5.89596531088575 51.3023995467183,5.89607195442735 51.3024111255747,5.89605686040478 51.3024657541431,5.89611925597399 51.3024725375851,5.89611157796682 51.3025003198678,5.89610199200267 51.3025048382537,5.89592673671346 51.3026070261407,5.89593192270723 51.3026104462163,5.89589439687521 51.3026324622432,5.89589088650324 51.3026301404754,5.89567261668422 51.3027599141242,5.89566800845175 51.3027568690462))","1640100000025715",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025715,"1963",Pand in gebruik,woonfunctie,"397","397","1",pand.cb319ea0-0287-4fb1-ab86-c29db145785f,51.303,5.896
"POLYGON ((5.89590285352505 51.2995653615252,5.89588127337487 51.2995717750479,5.895918222888 51.2996193445487,5.89581194525984 51.2996516836975,5.89577367247736 51.2996024480123,5.89580589691533 51.2995926081662,5.8957870586697 51.2995683665546,5.89588261719437 51.2995391844398,5.89590285352505 51.2995653615252))","1640100000025716",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025716,"1983",Pand in gebruik,woonfunctie,"111","111","1",pand.7b25a263-3f84-4bd7-be7d-00e7ec6a9d14,51.300,5.896
"POLYGON ((5.89579276537903 51.3018621629527,5.89582558175995 51.3018654353123,5.89585937428071 51.3018688022739,5.89586749256435 51.3018367663373,5.89589973468254 51.3018399782636,5.89587304218384 51.3019502358222,5.89580570078419 51.3019435008319,5.89577421925452 51.3019403484777,5.89577289286687 51.3019461521089,5.89577148606701 51.3019460144344,5.89579276537903 51.3018621629527))","1640100000025717",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025717,"1993",Pand in gebruik,woonfunctie,"85","85","1",pand.b96015c1-a0b6-4f6b-a038-c3269b043730,51.302,5.896
"POLYGON ((5.8958772255228 51.3016585459909,5.89588502479959 51.3016326418709,5.89584885637175 51.3016283684347,5.89586535108612 51.3015694640457,5.89579816057626 51.3015620632152,5.89581306976707 51.3015088647198,5.89582546856201 51.3014646031633,5.89594198926671 51.3014774333642,5.89592959058112 51.3015216949329,5.89592346719232 51.3015435647068,5.89597832508925 51.3015496081257,5.89595304487085 51.3016398412695,5.89595048928523 51.3016395558081,5.89594463870666 51.3016653255693,5.8958772255228 51.3016585459909))","1640100000025718",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025718,"1976",Pand in gebruik,woonfunctie,"219","219","1",pand.660a4518-a6ed-4271-bd14-9b87fb7454b9,51.302,5.896
"POLYGON ((5.89590091751149 51.2997148732425,5.89588193598421 51.2996906502502,5.89584991252665 51.2997005162054,5.89581194525984 51.2996516836975,5.895918222888 51.2996193445487,5.89595360136955 51.2996648894164,5.89597403810808 51.2996588044794,5.89599523365648 51.2996861279336,5.89590091751149 51.2997148732425))","1640100000025720",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025720,"1983",Pand in gebruik,woonfunctie,"111","111","1",pand.ccbf98fd-341c-4dea-b398-409636d51834,51.300,5.896
"POLYGON ((5.89594847698034 51.2969085038336,5.89592388855089 51.2969537175944,5.89583291626699 51.2969345374497,5.89587492702321 51.2968572470926,5.89578375972824 51.2968385621516,5.89582391014816 51.2967615945545,5.89602483095445 51.2968045280593,5.89622631008336 51.2968434856852,5.89618291889323 51.2969268047673,5.89612979422035 51.2969162504446,5.89611469513569 51.2969419078576,5.89594847698034 51.2969085038336))","1640100000025723",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025723,"1934",Pand in gebruik,woonfunctie,"80","249","3",pand.53f1fea2-4f12-4dff-b8ea-e80d9a623e20,51.297,5.896
"POLYGON ((5.89609717926075 51.301859735557,5.89606908052526 51.3019698644776,5.8960033757899 51.3019633112118,5.89596985592576 51.3019599700664,5.89596865891144 51.301965800101,5.89596729482676 51.3019656352755,5.89596876467814 51.3019598400037,5.89598863044378 51.3018817205886,5.89599677731663 51.3018496845177,5.89606298444423 51.3018562985123,5.89609717926075 51.301859735557))","1640100000025724",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025724,"1993",Pand in gebruik,woonfunctie,"100","100","1",pand.c0fee53f-3c57-46b5-84a5-0a6df56f88a4,51.302,5.896
"POLYGON ((5.89603640034749 51.302132202925,5.89602816651959 51.3021641584784,5.89610541195073 51.302173025344,5.89608462970778 51.3022499622522,5.89608320845874 51.3022498156557,5.89598826867161 51.3022397317334,5.89598717731727 51.3022395926824,5.89601674607544 51.302130095568,5.89603640034749 51.302132202925))","1640100000025725",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025725,"1989",Pand in gebruik,woonfunctie,"84","84","1",pand.feda5f6c-2fad-42cd-a6b4-0a047e5e33f6,51.302,5.896
"POLYGON ((5.89610397875566 51.3015996751704,5.89610124628792 51.301610554689,5.8960636457905 51.3016064493819,5.89599870916614 51.3015992905005,5.89603015672447 51.3014872862526,5.89613701553513 51.3014990708467,5.89611726420549 51.3015693964202,5.8961126125775 51.3015688864172,5.89610397875566 51.3015996751704))","1640100000025726",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025726,"1961",Pand in gebruik,woonfunctie,"148","148","1",pand.6fb35e13-9429-46b8-beab-86f4307ec2a2,51.302,5.896
"POLYGON ((5.89612378562947 51.2999687608707,5.8961074943442 51.29994793294,5.8960414586492 51.2999680781608,5.89600769447896 51.2999246026954,5.89615336560443 51.2998797583312,5.89615534399861 51.2998823025242,5.89612346224727 51.2998920241124,5.89614885973324 51.2999245427205,5.89618407038509 51.2999137368877,5.89620699492627 51.2999430752424,5.89612378562947 51.2999687608707))","1640100000025727",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025727,"1983",Pand in gebruik,woonfunctie,"108","108","1",pand.e4afd61c-3c79-4ba6-8045-0ec505ba7b0f,51.300,5.896
"POLYGON ((5.89612655473717 51.2998452144155,5.89615336560443 51.2998797583312,5.89600769447896 51.2999246026954,5.89597551602803 51.2998831697551,5.89604280908469 51.2998626325512,5.89602567246275 51.2998405678383,5.8961043118895 51.2998165652088,5.89612655473717 51.2998452144155))","1640100000025728",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025728,"1983",Pand in gebruik,woonfunctie,"116","116","1",pand.98b606ad-5546-4276-8bdd-9c98cad3c6f4,51.300,5.896
"POLYGON ((5.89615240397686 51.3024810848828,5.8961718397238 51.3025756349307,5.89611744093992 51.3025800346833,5.89610199200267 51.3025048382537,5.89611157796682 51.3025003198678,5.89615240397686 51.3024810848828))","1640100000025729",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025729,"1960",Pand in gebruik,,,,"0",pand.659a4787-0b78-4d88-9f2f-ff4118cb4ae0,51.303,5.896
"POLYGON ((5.89618483930856 51.3022606882263,5.89608589312917 51.3022501005499,5.89608462970778 51.3022499622522,5.89610541195073 51.302173025344,5.89618237023441 51.3021818574587,5.89619170958209 51.302148746481,5.89622263386954 51.3021520629601,5.89621314088592 51.3021868285684,5.89620518725554 51.3021859734555,5.89618483930856 51.3022606882263))","1640100000025730",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025730,"1989",Pand in gebruik,woonfunctie,"83","83","1",pand.591d4f39-5b73-4d36-aecb-b319df332509,51.302,5.896
"POLYGON ((5.89612378562947 51.2999687608707,5.89620699492627 51.2999430752424,5.89623031212966 51.2999729062642,5.89622636810281 51.2999741190383,5.89619392378014 51.2999848318845,5.89622339344557 51.3000199124776,5.89618945821919 51.3000306588103,5.89621109315083 51.3000574949038,5.89616930496619 51.3000686710897,5.89614968286677 51.3000436059863,5.89610978538479 51.3000558885047,5.89607557400084 51.3000121813033,5.89614180797802 51.2999918104739,5.89612378562947 51.2999687608707))","1640100000025731",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025731,"1983",Pand in gebruik,woonfunctie,"114","114","1",pand.a7effc69-b00f-4d2a-bd20-1b6c87a9d21a,51.300,5.896
"POLYGON ((5.89620528386483 51.3015917174156,5.89622821003046 51.3015090451809,5.89633343083426 51.3015205221484,5.89630496734988 51.3016235784678,5.89629240982003 51.3016690003378,5.89621908987167 51.3016610332959,5.89622411369436 51.3016421616165,5.89621508365668 51.3016412123348,5.89622825594951 51.3015943315839,5.89620528386483 51.3015917174156))","1640100000025732",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025732,"1952",Pand in gebruik,woonfunctie,"136","136","1",pand.c76f5249-ff90-4f46-b435-c5a4618af8ad,51.302,5.896
"POLYGON ((5.89622302008639 51.3000546471902,5.89624516150609 51.3000484019386,5.89631781056431 51.300149613671,5.89638295516392 51.3002490424375,5.8962960513034 51.3002726319627,5.89625801354926 51.3002175526269,5.89620713421957 51.3002312944718,5.89616050914864 51.3001634704594,5.89621160289005 51.3001496737634,5.89619750324556 51.3001286564812,5.89615763927809 51.3000730907114,5.89617003217908 51.3000695937651,5.89616930496619 51.3000686710897,5.89621109315083 51.3000574949038,5.89621139855451 51.3000578800903,5.89622302008639 51.3000546471902))","1640100000025733",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025733,"1972",Pand in gebruik,woonfunctie,"229","229","1",pand.9aaddc2b-37cd-4231-827c-b13c8e656526,51.300,5.896
"POLYGON ((5.89620906700576 51.3024920282365,5.89622681187922 51.3024282193843,5.89635332655776 51.30244203919,5.89633623016804 51.3025035440688,5.89632347062905 51.3025025032443,5.89632013060403 51.3025180596491,5.89640815841371 51.3025254858673,5.89640044229929 51.3025614212607,5.89637579796408 51.302559344786,5.89636705933622 51.3026000397742,5.89616110217091 51.3027163310706,5.89610992144696 51.3026813364134,5.89622628350397 51.3026165030121,5.89627735187906 51.3025860140367,5.89628536557056 51.3025471739382,5.89625262716659 51.3025445126103,5.89625377010556 51.3025389794428,5.89626276115132 51.302496476592,5.89620906700576 51.3024920282365))","1640100000025734",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025734,"1960",Pand in gebruik,woonfunctie,"284","284","1",pand.a318ed72-e934-4614-8049-911c217bf000,51.303,5.896
"POLYGON ((5.89633343083426 51.3015205221484,5.89643573724136 51.3015316791846,5.89641237381995 51.3016162590195,5.89640617170535 51.3016155850235,5.89640108560183 51.3016340075389,5.89630496734988 51.3016235784678,5.89633343083426 51.3015205221484))","1640100000025736",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025736,"1952",Pand in gebruik,woonfunctie,"111","111","1",pand.cf80eda0-1c80-47c2-a119-2fbb95939a02,51.302,5.896
"POLYGON ((5.89647608766456 51.3019333779852,5.89635667022805 51.3019476984523,5.89632735209833 51.3018516455771,5.89634220226862 51.3018498637312,5.89633160581171 51.301815123079,5.8964330652583 51.3018029576509,5.89650347822331 51.3017945145755,5.89652563816079 51.3018671107617,5.89645522508821 51.3018755538506,5.8964414202421 51.3018772052923,5.89644691202793 51.3018952129779,5.89646381004828 51.3018931884444,5.89647608766456 51.3019333779852))","1640100000025737",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025737,"1979",Pand in gebruik,woonfunctie,"214","214","1",pand.d87d552d-f119-421d-80de-4f5b8ae157f9,51.302,5.896
"POLYGON ((5.89631781056431 51.300149613671,5.89636220764066 51.3001383630953,5.89638399157323 51.3001721289409,5.89642554325578 51.3001616009132,5.89640375919753 51.3001278260869,5.89637435447736 51.3000844305294,5.89638078795187 51.3000827214578,5.89641226878526 51.3000743319098,5.89648102506348 51.3001761718195,5.89644489976224 51.3001859749881,5.89647180323007 51.3002249319722,5.89638295516392 51.3002490424375,5.89631781056431 51.300149613671))","1640100000025738",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025738,"1972",Pand in gebruik,woonfunctie,"144","144","1",pand.7ddeda89-33b8-4d26-81ad-b5a51c82bbd0,51.300,5.896
