WKT,identificatie,rdf_seealso,bouwjaar,status,gebruiksdoel,oppervlakte_min,oppervlakte_max,aantal_verblijfsobjecten,fuuid,latitude,longitude
"POLYGON ((5.89869104442325 51.3011765432532,5.8987373074248 51.3012820762623,5.89873511774613 51.3012824544318,5.89869029450244 51.3012902650374,5.89869086828366 51.3012915659051,5.89866904348137 51.301295374239,5.89865232779515 51.3012982881928,5.89864476949125 51.301281485213,5.89860457694639 51.3011917639216,5.89869104442325 51.3011765432532))","1640100000025835",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025835,"1950",Pand in gebruik,woonfunctie,"118","118","1",pand.632ee71d-e932-48c3-bf3c-c9f0e0577434,51.301,5.899
"POLYGON ((5.89881499538429 51.301269060416,5.89881467420734 51.301274958542,5.89875198892785 51.3012857511078,5.89874598010771 51.3012805639624,5.8987373074248 51.3012820762623,5.89869104442325 51.3011765432532,5.89877490725739 51.3011617834148,5.89882139275574 51.3012679626134,5.89881499538429 51.301269060416))","1640100000025837",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025837,"1955",Pand in gebruik,woonfunctie,"121","121","1",pand.51c540f7-4de3-4975-b513-ed80ff945013,51.301,5.899
"POLYGON ((5.89144408124928 51.3000971784403,5.89139120285635 51.3000987918377,5.89138452490985 51.3000133094655,5.89135736188115 51.3000141372674,5.89135348846948 51.2999645353786,5.89138066580697 51.2999637075155,5.89137794362045 51.2999287884851,5.8912943047505 51.299931353091,5.89129321534777 51.2999313847766,5.89129318211406 51.2999309714317,5.89129068728198 51.2998984604368,5.89100248687105 51.2999071872235,5.8909782050743 51.2999079305526,5.89097909133544 51.2999193965385,5.89088967537075 51.2999220937292,5.89087874808339 51.2997800806207,5.89096979782067 51.2997773314206,5.89097046867171 51.2997861645947,5.89099300174837 51.2997854827708,5.89118297056313 51.2997797432964,5.89118831512432 51.2998483593092,5.89121013151978 51.2998476985249,5.89121039966122 51.2998512120193,5.89137223089785 51.2998463132079,5.891371962744 51.2998427997138,5.89136660267819 51.2997741028759,5.89141872107439 51.299772519748,5.8914242783479 51.2998434899184,5.89145341944033 51.299842608585,5.89145717722116 51.2998908176942,5.89142971316551 51.2998916468176,5.8914328008747 51.2999311036525,5.8915082120133 51.2999287903357,5.89151051647432 51.299958326829,5.89161623000756 51.299955109077,5.89161093633174 51.2998872659062,5.89179848254065 51.2998815539068,5.89181856442443 51.2998809364849,5.8918176643098 51.299869533487,5.89190849859812 51.2998667395429,5.89191975054046 51.3000105938782,5.89182848592098 51.3000133986852,5.8918274851928 51.3000006747569,5.89180784764094 51.3000012812645,5.89143747007078 51.3000125587149,5.89144408124928 51.3000971784403))","1640100000025055",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025055,"2008",Pand in gebruik,"gezondheidszorgfunctie,woonfunctie","397","403","2",pand.a990c1b0-d7bd-4c87-a8f7-48fc0b780246,51.300,5.891
"POLYGON ((5.89874777541365 51.3014782398101,5.8988450082293 51.3014613806741,5.89886682813572 51.3015109573658,5.8988101558258 51.3015209235134,5.89877054127175 51.3015277853948,5.89874777541365 51.3014782398101))","1640100000025838",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025838,"1977",Pand in gebruik,,,,"0",pand.2fded8a1-bc51-4a21-b31b-c2a270eda880,51.301,5.899
"POLYGON ((5.89887256820186 51.3000310726139,5.89882704035922 51.3000398751526,5.89879803277629 51.2999809096904,5.89884053903603 51.2999724620253,5.89880690152545 51.2999059392833,5.89891078575315 51.2998853743821,5.89895699745423 51.2999748623572,5.89894990091555 51.2999762508871,5.89885471328739 51.299994916886,5.89887256820186 51.3000310726139))","1640100000025839",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025839,"1977",Pand in gebruik,woonfunctie,"134","134","1",pand.12d3d468-7dc5-4c60-a4b7-9769429a09e2,51.300,5.899
"POLYGON ((5.89877698408194 51.3018755643139,5.89884348704467 51.3018637212306,5.89884739809513 51.3018723693288,5.89889614114474 51.3018636874849,5.89898791150722 51.3018481196836,5.89900289754672 51.3018828318068,5.89906697363826 51.30187196108,5.89909145504732 51.3019286811829,5.89904646127954 51.3019366814405,5.89903687291351 51.3019383865565,5.89902247607465 51.3019409487862,5.8990190375071 51.3019335211053,5.89896050458964 51.301943846074,5.89881919543912 51.3019687733503,5.8988130194995 51.3019550654723,5.89879803784385 51.301922016251,5.89877698408194 51.3018755643139))","1640100000025840",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025840,"1974",Pand in gebruik,woonfunctie,"237","237","1",pand.e2b152ff-bbf4-411c-bba0-e43c20aa1898,51.302,5.899
"POLYGON ((5.89891713579255 51.2996916807411,5.89891069716371 51.299678818979,5.89885597172049 51.2996895766074,5.89881508106891 51.2996078585707,5.89888522763258 51.2995938870439,5.89889415479693 51.2996113042234,5.89898899940949 51.299592810487,5.8990275882817 51.2996699812179,5.89891713579255 51.2996916807411))","1640100000025841",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025841,"1993",Pand in gebruik,woonfunctie,"208","208","1",pand.68a80383-7f70-436b-b9dd-64ede1f7c273,51.300,5.899
"POLYGON ((5.89916090118764 51.2999714755846,5.89907584661175 51.2999897286416,5.89905807964143 51.2999550377473,5.89895699745423 51.2999748623572,5.89891078575315 51.2998853743821,5.89901451246959 51.2998648370473,5.89904810934954 51.2999315486758,5.89913239283832 51.2999148720873,5.89916090118764 51.2999714755846))","1640100000025842",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025842,"1977",Pand in gebruik,woonfunctie,"153","153","1",pand.80a9e944-a71d-4fee-bd55-f8d73e02ed2a,51.300,5.899
"POLYGON ((5.89233778559689 51.3006713511508,5.89231412068811 51.3007682282545,5.89220702264521 51.3007579063861,5.89223062962797 51.3006609576451,5.89233778559689 51.3006713511508))","1640100000025063",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025063,"1971",Pand in gebruik,,,,"0",pand.dad3c502-36b6-4972-bf0b-aedfaa6f4d4d,51.301,5.892
"POLYGON ((5.89247148813934 51.2986562256126,5.89255829351535 51.2986549677696,5.89256161813288 51.2987287611122,5.89247417122866 51.2987290689203,5.89224659115021 51.2987329692302,5.89214587955745 51.2987344310037,5.89213825278955 51.2985527267125,5.89220914737418 51.2985519246878,5.89233988795143 51.2985495954244,5.89234386981796 51.2986582628143,5.89247148813934 51.2986562256126))","1640100000025064",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025064,"1964",Pand in gebruik,"gezondheidszorgfunctie,woonfunctie","522","522","1",pand.ca249e0d-a7b3-489c-bf19-7a33fa5daa3e,51.299,5.892
"POLYGON ((5.89909785409326 51.3002572312093,5.89899261191035 51.300275680868,5.89896322929077 51.3002088608026,5.89887305666669 51.3002246822484,5.89884481834342 51.3001652819487,5.8989373690484 51.3001479938663,5.89895289335046 51.3001834497079,5.89905654323935 51.3001662385665,5.89909785409326 51.3002572312093))","1640100000025844",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025844,"1977",Pand in gebruik,woonfunctie,"157","157","1",pand.c8629c67-887b-4111-a716-4188a8b15f06,51.300,5.899
"POLYGON ((5.89918506149205 51.3011779664815,5.89905844222383 51.3011789099835,5.89905835113056 51.3011694900238,5.89902824091866 51.3011696853762,5.89902722144139 51.3011080620063,5.89919141994196 51.3011067914154,5.89919188060559 51.3011300077008,5.89918410943028 51.3011300688562,5.89918506149205 51.3011779664815))","1640100000025845",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025845,"1977",Pand in gebruik,woonfunctie,"77","77","1",pand.f00d48af-bb41-4611-9b28-fd5700c772d4,51.301,5.899
"POLYGON ((5.89901766127809 51.2995824460835,5.89899082485345 51.2995278576997,5.89904761253227 51.2995168931811,5.89905569727363 51.2995333432533,5.89907345889394 51.2995688521609,5.89917212163647 51.2995494515799,5.89917502601673 51.2995488814909,5.89921682377827 51.2996334448915,5.89911287858233 51.2996536238139,5.89910761179827 51.2996429771645,5.89905282778453 51.2996536182878,5.89904747297419 51.2996427922449,5.89901766127809 51.2995824460835))","1640100000025846",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025846,"1995",Pand in gebruik,woonfunctie,"241","241","1",pand.1b8b9d3f-3d0c-49bb-8078-aa39f7c92bb9,51.300,5.899
"POLYGON ((5.89909785409326 51.3002572312093,5.89905654323935 51.3001662385665,5.8990436162253 51.3001373691631,5.89914406850633 51.3001188865953,5.89914168876885 51.3001138093501,5.89918835950481 51.3001059095385,5.89921613760264 51.3001651499811,5.89917291578141 51.3001724503525,5.8991986988209 51.3002302343865,5.89920255244478 51.3002388827258,5.89909785409326 51.3002572312093))","1640100000025847",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025847,"1977",Pand in gebruik,woonfunctie,"154","154","1",pand.7d7b28a1-4a8e-4246-850e-a3196170f929,51.300,5.899
"POLYGON ((5.89905844222383 51.3011789099835,5.89918506149205 51.3011779664815,5.8991928326755 51.301177905326,5.89922262855119 51.3011778101918,5.89922281996726 51.3012000298945,5.89921443182031 51.3012000578108,5.89921483894626 51.3012453870097,5.89908917876686 51.3012462004804,5.89908909787714 51.3012389737659,5.89905898661364 51.3012390792418,5.89905844222383 51.3011789099835))","1640100000025848",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025848,"1977",Pand in gebruik,woonfunctie,"77","77","1",pand.5f633c08-4984-47b6-ab35-f3fd66b58556,51.301,5.899
"POLYGON ((5.89922977792072 51.3008647854605,5.89918053304632 51.3008733707778,5.89918207742411 51.3008768336964,5.89904558588647 51.3009014254531,5.8990429540156 51.3008956032367,5.89902802939433 51.3008625088488,5.89900942895132 51.3008212776986,5.89907359839099 51.3008099121635,5.89903262561726 51.3007197000596,5.899111691187 51.3007055902968,5.8991322780691 51.3007513430951,5.89917601179581 51.3007436090216,5.89917838014984 51.3007489469941,5.89922977792072 51.3008647854605))","1640100000025849",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025849,"1972",Pand in gebruik,woonfunctie,"201","201","1",pand.26f1db9d-48c6-4adc-b7d4-e05dcd89f025,51.301,5.899
"POLYGON ((5.89242507222978 51.3024123448409,5.89241878711256 51.302424929604,5.89239871113227 51.3024209897337,5.89240499625448 51.3024084049716,5.89242507222978 51.3024123448409))","1640100000025066",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025066,"1972",Pand in gebruik,,,,"0",pand.7d89d481-0b58-4e79-b412-3838aafa8440,51.302,5.892
"POLYGON ((5.89925316006979 51.3012690299829,5.89924590526048 51.3012691068481,5.8992471482828 51.3013148099026,5.89912006849489 51.3013156386411,5.89911995922482 51.3013084390181,5.89908984821753 51.3013085714674,5.89908917876686 51.3012462004804,5.89921483894626 51.3012453870097,5.89922322710152 51.3012453590934,5.89925250482026 51.3012450864536,5.89925316006979 51.3012690299829))","1640100000025850",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025850,"1977",Pand in gebruik,woonfunctie,"77","77","1",pand.55a190e6-7d2a-409b-9030-47b7dc6be99e,51.301,5.899
"POLYGON ((5.89927745937922 51.3013876124142,5.89915129625516 51.3013883652416,5.89915113249331 51.3013775792899,5.89912102204433 51.301377765678,5.89912006849489 51.3013156386411,5.8992471482828 51.3013148099026,5.89925440309936 51.3013147330372,5.89928527405463 51.3013145972014,5.89928546430165 51.3013392708771,5.89927707612923 51.3013392987979,5.89927745937922 51.3013876124142))","1640100000025851",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025851,"1977",Pand in gebruik,woonfunctie,"77","77","1",pand.a689ec40-2f90-427b-8732-98252431c94f,51.301,5.899
"POLYGON ((5.89933103082208 51.3014183254385,5.89933166875717 51.3014419993768,5.89932275074174 51.3014420925547,5.89932400995109 51.30148923376,5.8991970725635 51.30149001701,5.89919685631779 51.3014809481679,5.89916753301683 51.3014810052603,5.89916672862739 51.301429646262,5.89916657019484 51.3014193366982,5.89933103082208 51.3014183254385))","1640100000025852",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025852,"1977",Pand in gebruik,woonfunctie,"77","77","1",pand.e8846f26-0ce4-434e-ab98-195e8c91fa60,51.301,5.899
"POLYGON ((5.89932400995109 51.30148923376,5.89933292827768 51.3014891675472,5.89936143156364 51.3014888713219,5.89936206613743 51.3015109632294,5.8993545962104 51.3015110410481,5.89935592634267 51.3015581100296,5.89922818580006 51.3015588968476,5.89922797266756 51.3015501066475,5.89919847856675 51.3015502813547,5.8991970725635 51.30149001701,5.89932400995109 51.30148923376))","1640100000025853",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025853,"1977",Pand in gebruik,woonfunctie,"77","77","1",pand.e9e001a1-fb51-47de-ac2b-b7630b1c030b,51.302,5.899
"POLYGON ((5.89933174860067 51.2999023183714,5.89922886728919 51.2999227983359,5.89924702065353 51.2999586920162,5.89920331269351 51.2999673788283,5.899173560196 51.2999085156134,5.89921663853584 51.2998999484381,5.8991821312392 51.2998313442062,5.899285156955 51.2998109715136,5.89933174860067 51.2999023183714))","1640100000025854",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025854,"1977",Pand in gebruik,woonfunctie,"134","134","1",pand.ad0a283b-9d26-4a21-bd2c-063dfed448be,51.300,5.899
"POLYGON ((5.8993181018597 51.2996145450471,5.89931423005837 51.2996068316365,5.89928687470045 51.2996122195055,5.89926701626504 51.2995725849651,5.89922907724424 51.2995803834696,5.89919537949106 51.2995136273918,5.89923858790617 51.2995051854793,5.89924937490789 51.2995247787501,5.89932066432629 51.2995104513645,5.89932433211251 51.2995165926162,5.89936922146715 51.2996044772375,5.8993181018597 51.2996145450471))","1640100000025855",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025855,"1993",Pand in gebruik,woonfunctie,"127","127","1",pand.42414043-147b-489c-85e2-4533ff4ce9cd,51.300,5.899
"POLYGON ((5.89935592634267 51.3015581100296,5.89935594651974 51.3015586312967,5.89936341645455 51.301558553478,5.89939378370769 51.3015582400528,5.8993944486869 51.3015804846375,5.89938392622475 51.301580719715,5.89938655647742 51.3016273604962,5.89925959833669 51.3016301664056,5.89925898924427 51.3016193105024,5.89922964049846 51.3016196643556,5.89922818580006 51.3015588968476,5.89935592634267 51.3015581100296))","1640100000025856",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025856,"1977",Pand in gebruik,woonfunctie,"77","77","1",pand.984146bb-10c8-4d04-8c99-5a8cbbbe315c,51.302,5.899
"POLYGON ((5.89945220480743 51.3001950868383,5.89934777928469 51.3002134523241,5.89931807164197 51.3001471011996,5.89931690983529 51.3001445085219,5.89924519873677 51.3001571208785,5.89922344512699 51.3001070405859,5.89925671944405 51.3001013570222,5.89929806549808 51.3000942985848,5.89931063400396 51.3001231515603,5.89941233110903 51.3001057239722,5.89945220480743 51.3001950868383))","1640100000025857",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025857,"1977",Pand in gebruik,woonfunctie,"156","156","1",pand.a914763f-c53d-4962-8618-7dadc7e2c32c,51.300,5.899
"POLYGON ((5.89423040476781 51.3016159070935,5.89421490879312 51.3016680832032,5.89407598116556 51.3016518701682,5.89409147729334 51.3015996940768,5.89423040476781 51.3016159070935))","1640100000025098",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025098,"1993",Pand in gebruik,,,,"0",pand.7edb7dbb-26ed-4515-b1d7-0c4efc7e78d4,51.302,5.894
"POLYGON ((5.89943156652363 51.301732224581,5.89930671381717 51.3017335560843,5.89930663288319 51.3017237675355,5.89927653795489 51.3017240797394,5.89927487469899 51.3016626210049,5.89944014514656 51.3016608599522,5.89944044374525 51.3016849578614,5.89943098020834 51.3016849995153,5.89943156652363 51.301732224581))","1640100000025858",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025858,"1977",Pand in gebruik,woonfunctie,"77","77","1",pand.669b67b1-1a36-4eca-850d-736de1d5a182,51.302,5.899
"POLYGON ((5.89926274189048 51.3005508740955,5.89923619936156 51.3004931563396,5.89929544304995 51.3004824505647,5.89929782403158 51.300487635668,5.89931986155836 51.3004836554896,5.89930159315805 51.3004439150802,5.89942713523607 51.3004212319143,5.89942863448809 51.3004245062616,5.89949730835078 51.3004120959304,5.89952646762294 51.3004755370223,5.89951055483396 51.3004784116102,5.89945780801136 51.3004879473077,5.8994757090453 51.3005268803095,5.89933911169848 51.3005508796131,5.89934811263728 51.3005710110796,5.89932996887374 51.300591064248,5.89927518976243 51.3006009593725,5.8992634911149 51.3005755273345,5.89925666412188 51.3005625774112,5.89926729667619 51.3005606699259,5.89926274189048 51.3005508740955))","1640100000025859",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025859,"1973",Pand in gebruik,woonfunctie,"196","196","1",pand.4fbbfdfc-bb28-4493-88f7-43d70dc1ec6d,51.300,5.899
"POLYGON ((5.89930671381717 51.3017335560843,5.89943156652363 51.301732224581,5.89947403485401 51.301731776972,5.89947428471589 51.3017553627287,5.89946179569573 51.3017554177027,5.89946229625458 51.3018013847006,5.89933738600547 51.3018027164895,5.89933731130564 51.3017934852247,5.89930719947665 51.3017935727884,5.89930671381717 51.3017335560843))","1640100000025860",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025860,"1977",Pand in gebruik,woonfunctie,"77","77","1",pand.d801c2e2-3bcb-4f65-a7c1-a2e6cbd53e43,51.302,5.899
"POLYGON ((5.899285156955 51.2998109715136,5.89939031442557 51.299790184847,5.89942436735344 51.2998578831397,5.89946529931069 51.2998497208308,5.89949440505658 51.2999071396074,5.89942175446206 51.2999216079221,5.89941974574134 51.2999176526613,5.89940462820064 51.2998878131493,5.89933174860067 51.2999023183714,5.899285156955 51.2998109715136))","1640100000025861",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025861,"1977",Pand in gebruik,woonfunctie,"141","141","1",pand.620dc759-3aba-4868-95cf-e9eb97cb1bf9,51.300,5.899
"POLYGON ((5.89261837322414 51.3007713118351,5.89263510693815 51.3007103304417,5.89274684120647 51.3007223756207,5.89279754141302 51.3007260115956,5.89280624131731 51.3007269535871,5.89278902555658 51.3007897079113,5.89261837322414 51.3007713118351))","1640100000025076",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025076,"1930",Pand in gebruik,,,,"0",pand.2e60bb8d-0a84-43bc-bfe4-f17c3bfb34b1,51.301,5.893
"POLYGON ((5.8994601756977 51.2995343860073,5.8994203443243 51.2995422108821,5.8994409602781 51.2995816173401,5.89941362190568 51.2995872388755,5.89941737942047 51.2995949887415,5.89936922146715 51.2996044772375,5.89932433211251 51.2995165926162,5.89932066432629 51.2995104513645,5.8992939351487 51.2994577862009,5.89932636852417 51.2994513152935,5.89935901886212 51.2994654999012,5.89936657902668 51.2994799117817,5.89942629537516 51.2994679993436,5.89943560527389 51.2994862867204,5.8994601756977 51.2995343860073))","1640100000025862",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025862,"1993",Pand in gebruik,woonfunctie,"151","151","1",pand.c15d1ca1-b18f-4e3a-ab29-d3210335a113,51.300,5.899
"POLYGON ((5.89949401851398 51.301869533687,5.89949402969062 51.3018705314049,5.89936808686368 51.3018718677716,5.89936799771808 51.3018626275815,5.89933788594432 51.3018627241416,5.89933738600547 51.3018027164895,5.89946229625458 51.3018013847006,5.89946230229563 51.3018019240076,5.89947479132849 51.3018018690335,5.89950398216098 51.3018014888473,5.89950423731523 51.3018242655802,5.89949352627955 51.3018243127307,5.89949401851398 51.301869533687))","1640100000025863",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025863,"1977",Pand in gebruik,woonfunctie,"77","77","1",pand.e40149c7-f9d3-4d8e-af0f-383f7b8d95e9,51.302,5.899
"POLYGON ((5.89953546958616 51.3019421073155,5.8993989501291 51.3019427082428,5.89939882932273 51.3019319221025,5.89936871780546 51.301932045636,5.89936808686368 51.3018718677716,5.89949402969062 51.3018705314049,5.89949401851398 51.301869533687,5.89950472956024 51.3018694865364,5.8995338235888 51.3018694213803,5.89960092162341 51.3018569550102,5.89961149562954 51.3018779514529,5.89953334029262 51.3018928395754,5.89952249249929 51.3018934805976,5.89952353769237 51.3019394182309,5.89953540959129 51.3019393120337,5.89953546958616 51.3019421073155))","1640100000025864",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025864,"1977",Pand in gebruik,woonfunctie,"77","77","1",pand.03f31832-3bbf-4b5d-86b1-508ba2f394d5,51.302,5.899
"POLYGON ((5.89265325206506 51.3012817382762,5.89266518342793 51.3012234564272,5.89286959914908 51.3012398989708,5.89286705499102 51.3012523146934,5.89286493256788 51.3012626701277,5.89285898772525 51.3012917390613,5.8928576680425 51.3012981808404,5.89282088377033 51.3012952215188,5.89276245665172 51.3012905224754,5.89269432752494 51.301285038567,5.89265563445462 51.3012819256844,5.89265325206506 51.3012817382762))","1640100000025079",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025079,"1975",Pand in gebruik,,,,"0",pand.d157095a-1275-4167-91fa-acb3368cfda4,51.301,5.893
"POLYGON ((5.89945014434475 51.3011607278328,5.89938034741726 51.3011728284638,5.89937206383104 51.3011540241991,5.89936132350951 51.3011296756095,5.89935372415073 51.3011309944651,5.89934168532051 51.3011289800001,5.89932966827976 51.301102021258,5.89933835246362 51.3010964189165,5.89934596625627 51.3010951089872,5.89934177278182 51.3010855722477,5.89950871677525 51.3010567471562,5.89954716175142 51.3011439229888,5.89951068183116 51.3011502409785,5.89951235921706 51.3011540538742,5.89950866410601 51.3011608477667,5.89947106797661 51.3011673684133,5.89946232637199 51.3011627236787,5.89946064898993 51.3011589107823,5.89945014434475 51.3011607278328))","1640100000025865",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025865,"2002",Pand in gebruik,woonfunctie,"224","224","1",pand.eff26da3-6e76-48e2-8fdb-38677d07ed30,51.301,5.899
"POLYGON ((5.89954891059504 51.3006958998312,5.89959315480463 51.3007938907237,5.89945000502972 51.3008192853165,5.89943966789069 51.3007963641933,5.8993844716362 51.3008061623267,5.89937470832722 51.3007845420618,5.89936740064295 51.3007683672476,5.89932572601926 51.3007755889536,5.89929997868069 51.3007171935458,5.89934040813077 51.3007101840731,5.89939975717557 51.3006999002603,5.89940913841834 51.3007206952264,5.89954891059504 51.3006958998312))","1640100000025866",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025866,"1971",Pand in gebruik,woonfunctie,"166","166","1",pand.a4598c71-9452-4efb-aa5e-fded29714634,51.301,5.899
"POLYGON ((5.89956684392906 51.3001028774702,5.89952764471186 51.300109575985,5.8995576176699 51.3001765461226,5.89945220480743 51.3001950868383,5.89941233110903 51.3001057239722,5.89951524466747 51.3000880931841,5.89950208922436 51.3000580562801,5.89954409334768 51.3000508690136,5.89956684392906 51.3001028774702))","1640100000025867",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025867,"1977",Pand in gebruik,woonfunctie,"159","159","1",pand.75e3eaed-ca7a-452c-9aaf-a64dd8a922f9,51.300,5.899
"POLYGON ((5.89283647776116 51.3009755358117,5.89280935846852 51.3009686962377,5.8927835191546 51.3009634960635,5.89278360369493 51.3009633608629,5.89280771623733 51.3009226173343,5.8927810485279 51.3009164140031,5.89281386052712 51.300861007755,5.892893346117 51.3008795031011,5.89283647776116 51.3009755358117))","1640100000025080",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025080,"1930",Pand in gebruik,,,,"0",pand.defab380-02d4-4446-a370-a08a1eda7448,51.301,5.893
"POLYGON ((5.89952792975509 51.2994195063066,5.89960099421262 51.2994049372226,5.89964305913817 51.2993968327834,5.89967726728002 51.2994630201858,5.8996391551559 51.2994707117201,5.8996719020137 51.2995357280134,5.89964454704283 51.2995411429318,5.89964843323224 51.2995488562682,5.89959928867025 51.2995585829155,5.89954662131131 51.2994560807276,5.89952792975509 51.2994195063066))","1640100000025870",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025870,"1993",Pand in gebruik,woonfunctie,"149","149","1",pand.24db2867-95f6-46c3-afc5-59cac114e3c7,51.299,5.900
"POLYGON ((5.89949764631905 51.2995270209561,5.8994601756977 51.2995343860073,5.89943560527389 51.2994862867204,5.89942629537516 51.2994679993436,5.89940936201721 51.2994347700225,5.89939358554336 51.2994036929419,5.89950603647182 51.2993812740432,5.89952179857555 51.2994123421832,5.8995256692877 51.299419956714,5.89952792975509 51.2994195063066,5.89954662131131 51.2994560807276,5.89959928867025 51.2995585829155,5.89954892797293 51.2995685486075,5.89954525686899 51.2995608343208,5.89951790317697 51.2995663660592,5.89951708232487 51.2995647696497,5.89949764631905 51.2995270209561))","1640100000025868",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025868,"1993",Pand in gebruik,woonfunctie,"188","188","1",pand.2cd0ad99-bd93-4975-8765-8b0db6ef5827,51.299,5.899
"POLYGON ((5.89243038309158 51.2978413903551,5.89242653589438 51.2977916535475,5.89250892322717 51.2977890755727,5.8925061995447 51.2977566824482,5.89255874880478 51.2977553755875,5.89255893431697 51.2977617838611,5.89255968004101 51.2977877495284,5.8925860687924 51.29778704166,5.89259047450708 51.2978302141469,5.89259114978343 51.2978368270378,5.89256513288451 51.2978374523924,5.8925674310493 51.2978741530422,5.89264639516908 51.2978705920698,5.89265068154878 51.297902960426,5.89275448773134 51.2979001454214,5.89274786369222 51.2978288203821,5.89296058411703 51.297823554428,5.89295987857139 51.2978142090477,5.89295686859286 51.2978143030295,5.89295665039926 51.2978114275326,5.89304831299833 51.2978087099865,5.89304851586607 51.2978114956609,5.8930455202254 51.2978115895827,5.89305592382046 51.2979497665379,5.89305891956957 51.2979496816044,5.89305915200841 51.2979525480502,5.89296786179837 51.2979552549966,5.89296747185116 51.2979524072129,5.89297066892248 51.29795237534,5.89296944742037 51.29794305018,5.89257546053782 51.2979546136891,5.89258148486926 51.2980430561897,5.89252693298608 51.2980448212003,5.89252584032325 51.2980315763201,5.8925197631841 51.2980317824872,5.89251907500491 51.298024001096,5.89252675387772 51.2980234194292,5.89252166368379 51.2979559259742,5.89249531804517 51.2979566516182,5.89249134441076 51.2979071580618,5.89251685874268 51.2979064629951,5.89251141133116 51.2978390789572,5.89245026394183 51.2978408276277,5.89243038309158 51.2978413903551))","1640100000025081",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025081,"2004",Pand in gebruik,"gezondheidszorgfunctie,woonfunctie","475","475","1",pand.595ae3ea-bf4f-4f15-895e-34e97b46927c,51.298,5.893
"POLYGON ((5.89982085542976 51.3004647124161,5.8996620672971 51.300491776181,5.89966936543653 51.3005083734972,5.89967624937819 51.3005072015933,5.89968119326094 51.3005184429063,5.89962414664136 51.3005281504252,5.89956521859856 51.3003968034856,5.89961514870819 51.300387999253,5.89962332544088 51.3004062286821,5.89970767285366 51.3003913581657,5.89970551113549 51.3003865496384,5.89974005404671 51.3003801771943,5.89977785942732 51.3003731971033,5.89982085542976 51.3004647124161))","1640100000025872",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025872,"1972",Pand in gebruik,woonfunctie,"155","155","1",pand.0890206e-46d9-4a85-ab9b-5c96deea61f6,51.300,5.900
