WKT,identifica,rdf_seeals,bouwjaar,status,gebruiksdo,oppervlakt,oppervla_1,aantal_ver,fuuid,longitude,latitude
"MULTIPOLYGON (((6.71332591833838 53.3684391686283,6.71332099304632 53.368454858847,6.7132343349996 53.3684461989734,6.71326852694542 53.3683661147985,6.71310137620774 53.3683392016271,6.71305705917843 53.3684417728943,6.71307608332733 53.3684447982232,6.71306217643021 53.3685005758434,6.71338964163527 53.3685031664606,6.71340940846165 53.3684474140547,6.71332591833838 53.3684391686283)))","0024100000149927",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149927,1969,Pand in gebruik,woonfunctie,352,352,1,pand.0cb8750e-2024-4c31-af38-7186f4eac99c,6.713,53.368
"MULTIPOLYGON (((6.79710914218829 53.3532964572275,6.79714423967662 53.353262886107,6.79716096660083 53.3532691601661,6.79720877615914 53.353223380301,6.79721208188338 53.3532202142918,6.79705167210018 53.3531605384743,6.7969647171063 53.353250666512,6.79695330346477 53.3532617097402,6.7969279128552 53.3532523021272,6.79691828853133 53.3532615720385,6.79691393503365 53.3532657657793,6.7969023657479 53.3532615070736,6.79671280053152 53.3531916495579,6.79663976022918 53.3532604424234,6.79647734545703 53.3534134063566,6.79694126973844 53.3535822141572,6.79716695155521 53.3533693507017,6.79718938810954 53.3533481764063,6.79717673632243 53.3533434271832,6.79715943148935 53.3533369352432,6.79716189290723 53.3533345879061,6.79717574378732 53.3533213773312,6.79710914218829 53.3532964572275)))","0024100000149719",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149719,1860,Pand in gebruik,"industriefunctie,woonfunctie",1240,1240,1,pand.2f64092c-c675-4be7-92ea-1527d15c00f4,6.797,53.353
"MULTIPOLYGON (((6.75632618835054 53.3461725564012,6.75626461252342 53.3461595983213,6.75627610840858 53.3461400120879,6.75623814703509 53.3461320241371,6.75622663583767 53.3461516015549,6.75616215730843 53.3461380294574,6.75614791123962 53.3461622749351,6.75614609558479 53.3461618462908,6.75611817815405 53.3462095219298,6.75628614098335 53.3462449027982,6.75631436133608 53.3461973135333,6.7563125485344 53.346196974722,6.75632618835054 53.3461725564012)))","0024100000148671",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000148671,1900,Pand in gebruik,woonfunctie,146,146,1,pand.96cfaf11-170e-4a60-9471-fc2c64fff563,6.756,53.346
"MULTIPOLYGON (((6.75714348825907 53.3462411589295,6.75715512481888 53.3462057101812,6.75715271726754 53.3462055578846,6.75715553515078 53.3462044474238,6.75722283077619 53.3462097913858,6.75722197432767 53.3462159118303,6.75723206631329 53.3462168752018,6.75723350892839 53.3462102987634,6.7572731721398 53.3462061624599,6.75727890931327 53.3462118483243,6.75728782758953 53.3462089609539,6.75728254361764 53.3462033597891,6.75730978318488 53.3461863348891,6.75732008816396 53.3461892728131,6.75732457021584 53.3461838299601,6.75731486569622 53.3461808851946,6.75732058030999 53.3461575455527,6.75733166591821 53.3461567003331,6.75732997040343 53.3461506089661,6.75731994131501 53.3461516218732,6.75730064397874 53.3461303644882,6.75730845998582 53.3461258721409,6.75730111443629 53.3461215525497,6.75729404328473 53.3461258566834,6.75725722535155 53.3461155824894,6.75725897390472 53.3461091822906,6.75724888194377 53.3461082189213,6.75724741932691 53.3461141665467,6.75717888577843 53.346107668484,6.75717928467651 53.3461060464046,6.75717672415825 53.3461058059882,6.75718581442928 53.3460705659715,6.7570341778591 53.346057466127,6.75702634419014 53.3460897263359,6.75701835232618 53.3460934119008,6.75672198732579 53.3460672227814,6.75671528862293 53.3460974031917,6.75665175466292 53.3460922856952,6.75663959414651 53.34613960228,6.75670372863307 53.3461447129438,6.75669934340873 53.3461626456313,6.75699950192709 53.3461900496783,6.75699925027847 53.3461915802166,6.75700136331456 53.3461919155974,6.75699272892751 53.34622733013,6.75714348825907 53.3462411589295)))","0024100000148672",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000148672,1360,Pand in gebruik,bijeenkomstfunctie,480,480,1,pand.734c7427-c56c-4614-b42c-db9cbe395204,6.757,53.346
"MULTIPOLYGON (((6.79566429050415 53.3457356317081,6.79553374898642 53.3457011972795,6.79547837845149 53.3457777716345,6.79556197118715 53.3457982430385,6.79558064033209 53.3457726288889,6.79562825986545 53.3457850564272,6.79566429050415 53.3457356317081)))","0024100000148673",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000148673,1920,Pand in gebruik,woonfunctie,85,85,1,pand.ccdd7bc5-5b09-4d61-a080-d9f37becb5d3,6.796,53.346
"MULTIPOLYGON (((6.79866184338141 53.3456410106575,6.79867405981725 53.3456252129871,6.79866120736341 53.3456216075503,6.7986397768007 53.345615604592,6.79860629324488 53.3456583324452,6.79855127987779 53.3456430093883,6.79851956545419 53.3456851952409,6.79844591328381 53.3456633690938,6.79837993104979 53.3457440683117,6.79845622587227 53.3457663397614,6.79846137051174 53.3457606539089,6.79857359339072 53.3457497123149,6.79863494683182 53.3456670813328,6.79864063722159 53.3456684253987,6.79866184338141 53.3456410106575)))","0024100000148674",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000148674,1900,Pand in gebruik,woonfunctie,209,209,1,pand.0dd6829e-7b8b-4d09-8e64-6e732b3c75c5,6.799,53.346
"MULTIPOLYGON (((6.76313828352931 53.3804929097638,6.76308142516826 53.3805346000003,6.76319672165687 53.3805908111333,6.76325357997947 53.3805491208433,6.76313828352931 53.3804929097638)))","0024100000148676",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000148676,1988,Pand in gebruik,,,,0,pand.dcc020e1-876f-4fcf-a411-ac337f310d42,6.763,53.381
"MULTIPOLYGON (((6.77539603877035 53.3677305222874,6.77531694408164 53.3676791080295,6.77527805696249 53.3676538380828,6.77522650675174 53.367682209496,6.77527237639482 53.367712017825,6.77520396777137 53.3677496778677,6.77530192260984 53.3678133385093,6.77536891406536 53.3677764585992,6.77534308638308 53.3677596737643,6.77539603877035 53.3677305222874)))","0024100000149928",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149928,1997,Pand in gebruik,woonfunctie,155,155,1,pand.215dcf57-4485-4280-96d4-1c93434ddc1a,6.775,53.368
"MULTIPOLYGON (((6.71336445432204 53.3685400178216,6.71336497135986 53.3685168188398,6.71329671976611 53.368516007683,6.7132962026915 53.3685392066646,6.71336445432204 53.3685400178216)))","0024100000149929",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149929,1969,Pand in gebruik,overige gebruiksfunctie,11,11,1,pand.c94f8a0c-b777-4468-9c20-c98eb94addc4,6.713,53.369
"MULTIPOLYGON (((6.73557929681759 53.3575362843335,6.73566779738731 53.357470052031,6.73546675005757 53.3573719298401,6.73555323834732 53.3573085957701,6.73549069580528 53.3572780248486,6.73560801556354 53.357191969365,6.73525814470764 53.3570180539885,6.73493546152655 53.3572470451896,6.73530218864921 53.3574267933265,6.7353011600717 53.3574275237546,6.73534296087644 53.3574480829765,6.73535074184224 53.357442334429,6.73538140411186 53.3574573571697,6.73539638229589 53.357446405787,6.735431010516 53.357463361028,6.73540883511099 53.3574795152488,6.73546634679625 53.3575077163289,6.73548822469748 53.357491655295,6.73557929681759 53.3575362843335)))","0024100000149723",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149723,1885,Pand in gebruik,"industriefunctie,woonfunctie",1213,1213,1,pand.34fff549-ae28-4f22-942a-afe10cda2f36,6.735,53.357
"MULTIPOLYGON (((6.71236546963321 53.3685634280874,6.71237788295851 53.3683956994612,6.71234044030367 53.368394674158,6.71234082530276 53.3683876607122,6.71227300744193 53.3683858018037,6.71227180343592 53.3684003726452,6.71223421058488 53.3683993489635,6.71223167806779 53.3684244482451,6.71220897381007 53.3684238895831,6.7122030543556 53.3685097726077,6.71232169632951 53.3685129587806,6.71231795270689 53.3685621543116,6.71236546963321 53.3685634280874)))","0024100000149930",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149930,1936,Pand in gebruik,woonfunctie,231,231,1,pand.8af69b65-c922-490b-8a16-a2a280da5b29,6.712,53.368
"MULTIPOLYGON (((6.75415105231365 53.3883591248759,6.75422302083508 53.3883089103326,6.75410192401028 53.3882468886045,6.75402995544993 53.3882971030766,6.75415105231365 53.3883591248759)))","0024100000148678",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000148678,2002,Pand in gebruik,,,,0,pand.17dd9c8b-5811-4d7b-ba80-cddaa5e9583e,6.754,53.388
"MULTIPOLYGON (((6.76048805212266 53.3899777631039,6.76044086910878 53.3900272851877,6.76054693218886 53.3900633943216,6.76059411511946 53.3900138721972,6.76048805212266 53.3899777631039)))","0024100000148679",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000148679,1995,Pand in gebruik,,,,0,pand.11bd60ba-4cba-467e-877f-05e776383edf,6.761,53.390
"MULTIPOLYGON (((6.75247175208773 53.3908728467648,6.75259080038979 53.3909019141695,6.7526141287588 53.390867762677,6.75249508053593 53.3908386952948,6.75238300167242 53.3908113369746,6.75235967314966 53.3908454884234,6.75247175208773 53.3908728467648)))","0024100000148680",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000148680,1993,Pand in gebruik,,,,0,pand.5733c49a-cc4e-4006-8935-dc593b62c1d1,6.752,53.391
"MULTIPOLYGON (((6.77540009628618 53.3682563517782,6.77542956422381 53.3682741909135,6.77552364256015 53.3682185854616,6.77543474864644 53.3681647772116,6.77533873845903 53.3682215101994,6.77535193241229 53.3682294994965,6.77530532824468 53.3682570500216,6.77535157557448 53.3682850387359,6.77540009628618 53.3682563517782)))","0024100000149933",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149933,1939,Pand in gebruik,woonfunctie,135,135,1,pand.9fd721a9-5f20-4f0c-9779-d6b1d8f9b253,6.775,53.368
"MULTIPOLYGON (((6.71020453034008 53.3690243010171,6.71025553232274 53.3690020834367,6.71018355383697 53.3689431171635,6.71030986934296 53.3688879906499,6.71017462862981 53.3687749945073,6.71012124307192 53.3687978673017,6.7101073249891 53.3687849904432,6.7099817743105 53.3688405576437,6.71020453034008 53.3690243010171)))","0024100000149934",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149934,1989,Pand in gebruik,woonfunctie,311,311,1,pand.341aea9e-8909-4ba6-a75c-b35a38c6a8b7,6.710,53.369
"MULTIPOLYGON (((6.7733409729304 53.3682224776744,6.77337100327361 53.3681747830009,6.77322333686943 53.3681415280143,6.77322326582504 53.3681416546406,6.7731851877237 53.3681330801678,6.77312566956538 53.3682276004797,6.77330894750426 53.3682688743483,6.77329797044514 53.3682863173652,6.77344327648241 53.3683190423164,6.7734838118637 53.3682546468983,6.7733409729304 53.3682224776744)))","0024100000149935",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149935,1930,Pand in gebruik,woonfunctie,419,419,1,pand.caeb2289-5523-47a8-9d53-fab86bfe5f09,6.773,53.368
"MULTIPOLYGON (((6.75898531617504 53.3908854327623,6.75901882417654 53.3908430404469,6.75893140410172 53.3908183455549,6.7588978963194 53.3908607468295,6.75898531617504 53.3908854327623)))","0024100000148682",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000148682,1997,Pand in gebruik,,,,0,pand.54f02ba7-6946-47f0-ad92-c6c7c3f444a9,6.759,53.391
"MULTIPOLYGON (((6.75762338267087 53.3916900436534,6.75759679888153 53.3917176912828,6.75772698090828 53.3917624335116,6.75775356464106 53.391734785854,6.75762338267087 53.3916900436534)))","0024100000148684",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000148684,1998,Pand in gebruik,,,,0,pand.33418e05-fe0d-4cb8-95c2-d548177c6db5,6.758,53.392
"MULTIPOLYGON (((6.71261609840195 53.3690210816398,6.71281124922947 53.3690121197238,6.71280658102368 53.3689756873635,6.71292638604527 53.3689702513929,6.71291242156094 53.368864215853,6.7127891437078 53.3688695732624,6.71279268690515 53.3688982629669,6.7126015090392 53.3689069294695,6.71261609840195 53.3690210816398)))","0024100000149936",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149936,1900,Pand in gebruik,woonfunctie,295,295,1,pand.4c6e3eae-c5a0-416b-a993-2763618e1510,6.713,53.369
"MULTIPOLYGON (((6.70971048821958 53.3690087060496,6.70968825414348 53.3690185656785,6.70963786986992 53.3689777832897,6.70956878930844 53.3690081970229,6.70961779141344 53.3690480061581,6.70960563540172 53.369053351763,6.7096535613665 53.3690923639602,6.70975763839575 53.3690469179816,6.70971048821958 53.3690087060496)))","0024100000149937",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149937,1960,Pand in gebruik,woonfunctie,90,90,1,pand.90c16348-d8e6-4ad5-a63d-d31edbad976a,6.710,53.369
"MULTIPOLYGON (((6.7588750883615 53.3917828794994,6.75885981000148 53.3917963891173,6.75892480793556 53.3918226516415,6.75892875557445 53.3918191649415,6.75895709721639 53.3918306227299,6.75896842763607 53.3918205908183,6.7588750883615 53.3917828794994)))","0024100000148685",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000148685,1980,Pand in gebruik,,,,0,pand.e6d5194c-dfe3-41b1-8a03-8903e69396d3,6.759,53.392
"MULTIPOLYGON (((6.75795922029711 53.391899577022,6.75798548567499 53.3918723193454,6.75786265705123 53.3918300277341,6.75784133915603 53.3918521518508,6.7578837160199 53.3918667479485,6.75787876848812 53.3918718814839,6.75795922029711 53.391899577022)))","0024100000148686",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000148686,1991,Pand in gebruik,,,,0,pand.908a3ed9-4660-443f-be7f-669a75e3dcbd,6.758,53.392
"MULTIPOLYGON (((6.75735238026228 53.3919012041452,6.75730465570258 53.3919499492896,6.75738382967313 53.3919776507725,6.75743155417325 53.3919289055974,6.75735238026228 53.3919012041452)))","0024100000148687",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000148687,1988,Pand in gebruik,,,,0,pand.52ff2503-bc82-44ff-9efa-b1c5626a27b2,6.757,53.392
"MULTIPOLYGON (((6.75643570572184 53.3924828070588,6.75637660340004 53.3925260110046,6.7564271801574 53.3925507315771,6.75648628246191 53.3925075276068,6.75643570572184 53.3924828070588)))","0024100000148690",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000148690,1990,Pand in gebruik,,,,0,pand.212dbcb1-5688-4f36-ad8c-ae1bbe8b6689,6.756,53.393
"MULTIPOLYGON (((6.76608078727134 53.3578671417924,6.76616815947746 53.357749767671,6.76588759179023 53.3576750103126,6.76559368747696 53.3580698215492,6.76587425695178 53.3581445705929,6.76601400858687 53.3579568536166,6.7660555809489 53.357967924375,6.76596453555944 53.3580902290464,6.7662675436337 53.3581709564184,6.76651021134628 53.3578405337419,6.76620693362379 53.3577607087073,6.7661207997301 53.3578778170434,6.76610926382979 53.3578932978769,6.76606925135943 53.3578826226221,6.76608078727134 53.3578671417924)))","0024100000149749",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149749,1976,Pand in gebruik,industriefunctie,1725,1725,1,pand.bca305f7-45e5-40af-995d-903084c4c5ef,6.766,53.358
"MULTIPOLYGON (((6.78292998237356 53.3579190714374,6.78287358485697 53.3578984283714,6.78286819517538 53.3579036131143,6.78282881302177 53.3578888832599,6.78282575298773 53.357891794389,6.7827857615056 53.3578768020022,6.78278233802546 53.3578800857865,6.78276517185611 53.3578736890288,6.7827417620424 53.3578961748303,6.78275892821729 53.3579025715911,6.78275735518991 53.357904090558,6.78280357291123 53.3579211674189,6.78279731141806 53.3579272609061,6.78281327566709 53.3579331863458,6.78278269565377 53.3579629264349,6.7828565823334 53.3579901961864,6.78292998237356 53.3579190714374)))","0024100000149750",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149750,1931,Pand in gebruik,woonfunctie,102,102,1,pand.fa624b55-9316-4d1f-af87-b1e2e8750556,6.783,53.358
"MULTIPOLYGON (((6.79415746257878 53.3578859314715,6.79420358560586 53.357858612624,6.79421752851781 53.3578669865198,6.79429828561744 53.357819312789,6.794298776092 53.3578196125858,6.79433845770329 53.3577955951403,6.79425078341753 53.3577437812795,6.79420420853508 53.3577719771078,6.79414762731984 53.3578056188709,6.79415513457414 53.3578101140757,6.7940925085534 53.3578472413327,6.79415746257878 53.3578859314715)))","0024100000149751",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149751,1936,Pand in gebruik,woonfunctie,165,165,1,pand.98e29fa2-ef99-425f-adad-56c14b3f4718,6.794,53.358
"MULTIPOLYGON (((6.77301570790829 53.3683914647847,6.77296868795785 53.368459807818,6.77312219536922 53.3684975878028,6.77312348778222 53.3684957307287,6.773171617959 53.3685075772234,6.7732027603254 53.3684790015373,6.77314460445652 53.3684646915123,6.77316901842059 53.3684292020461,6.77301570790829 53.3683914647847)))","0024100000149940",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149940,1974,Pand in gebruik,woonfunctie,232,232,1,pand.0fa9f534-3fc3-4fc6-a8af-2ffd08b1d95e,6.773,53.368
"MULTIPOLYGON (((6.76150258755831 53.3582709702636,6.76165709964316 53.3579399474841,6.76116731449307 53.3578615222279,6.76117053867003 53.357854296375,6.76111708556291 53.3578455612999,6.76110134914462 53.3578796193212,6.76102826116309 53.3578675139978,6.76103936076809 53.3578434837176,6.76095058506745 53.3578293109814,6.76093963843843 53.3578534293686,6.76088633840017 53.3578447823058,6.76084609053342 53.3579344757,6.76101552536147 53.3579626443905,6.76098740656215 53.3580229040292,6.76110097165166 53.3580419157339,6.76102999987703 53.3581949539323,6.76150258755831 53.3582709702636)))","0024100000149752",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149752,1940,Pand in gebruik,"industriefunctie,woonfunctie",1400,1400,1,pand.fb338ef0-b998-4ab3-9ffc-1740d1c9c414,6.761,53.358
"MULTIPOLYGON (((6.8084043624624 53.3574784562063,6.80859742815083 53.3575726431083,6.80847847421532 53.3576599135669,6.80871048698882 53.3577730954798,6.80903399735006 53.3575357517981,6.80880317399611 53.3574230956256,6.80880022772201 53.3574216656756,6.80866269302112 53.3575225636035,6.80847142886049 53.3574292541511,6.8084043624624 53.3574784562063)))","0024100000149753",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149753,1986,Pand in gebruik,"industriefunctie,woonfunctie",227,227,1,pand.93ea60e5-e5b9-41a9-9c2b-80ed92dcf70c,6.809,53.358
"MULTIPOLYGON (((6.7822619697332 53.358418822416,6.78229530148734 53.358385905342,6.78231566985577 53.358393307433,6.78231348739444 53.3583954894635,6.78235224883316 53.3584095976453,6.78235443129323 53.3584074156141,6.78240033452773 53.3584240469628,6.78243177238911 53.3583929490824,6.78244134868261 53.3583964325113,6.78248284440648 53.3583558721737,6.78241712534856 53.3583322008146,6.78245126575828 53.3582982858199,6.78239883053881 53.3582794028127,6.7823656213996 53.3583123903859,6.78233679900382 53.3583407620175,6.78230381342404 53.3583287435457,6.78227542979801 53.35835675062,6.78222663587703 53.358338984534,6.78217684887926 53.3583879083547,6.7822619697332 53.358418822416)))","0024100000149754",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149754,1935,Pand in gebruik,woonfunctie,237,237,1,pand.9465a794-5b92-444f-a2c2-e40751099088,6.782,53.358
"MULTIPOLYGON (((6.79491806704309 53.3583662469427,6.79498921405792 53.3583232682701,6.79501096795662 53.3583362235359,6.79511660171703 53.3582729813024,6.79500247999248 53.3582053021901,6.79492218223487 53.3582532406011,6.79493290459321 53.3582595852551,6.79489460467419 53.3582826791004,6.79490517688098 53.3582890255142,6.79484698790132 53.3583240343671,6.79491806704309 53.3583662469427)))","0024100000149755",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149755,1920,Pand in gebruik,woonfunctie,184,184,1,pand.f8a03ba4-4fa3-4864-8f07-43fb5403dece,6.795,53.358
"MULTIPOLYGON (((6.75563260803722 53.3941620277381,6.75566646921925 53.3941055151937,6.75552295748725 53.3940747879273,6.75551898919484 53.3940814198963,6.75548143498275 53.3940733819395,6.75546607449555 53.3940990143511,6.75550184253622 53.3941066682451,6.75548731023404 53.3941309253477,6.75563260803722 53.3941620277381)))","0024100000148692",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000148692,2000,Pand in gebruik,,,,0,pand.b085fd02-d02c-47dd-a89b-47caf95adba0,6.756,53.394
"MULTIPOLYGON (((6.75670759288503 53.3945647435706,6.75673106464816 53.3945299426791,6.75664130075906 53.3945083190842,6.75661782864867 53.3945431109757,6.75670759288503 53.3945647435706)))","0024100000148693",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000148693,1984,Pand in gebruik,,,,0,pand.97767485-65f9-49a0-a65d-8cf2fab33847,6.757,53.395
"MULTIPOLYGON (((6.78232849837383 53.3584971302084,6.78223769126854 53.3584650420397,6.78223583111965 53.358448897248,6.78220103371354 53.3584365942295,6.78217030255181 53.3584677197957,6.78213410741007 53.3584549297367,6.78212759176636 53.3584615293676,6.78207276626457 53.3584421257775,6.78204025899127 53.3584749972801,6.78202719069554 53.3584703681257,6.7819864364313 53.3585115757017,6.78205694779976 53.3585361891948,6.78210168733862 53.3584909544387,6.78215375969225 53.358509760907,6.78214561294741 53.3585179430748,6.78226401134449 53.3585606026749,6.78232849837383 53.3584971302084)))","0024100000149756",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149756,1935,Pand in gebruik,woonfunctie,192,192,1,pand.20713fad-6c1a-498d-9526-68d2c9a89536,6.782,53.358
"MULTIPOLYGON (((6.70949433092117 53.3691491455948,6.70950422112114 53.3691610064327,6.70947475658732 53.3691697773014,6.70952542445223 53.3692305418423,6.70955508178911 53.3692216879667,6.70958514207945 53.3692577244724,6.70967575161074 53.3692306685109,6.70959081086727 53.369128800724,6.70958524288476 53.3691221582638,6.709584468762 53.3691223914277,6.70949433092117 53.3691491455948)))","0024100000149941",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149941,1964,Pand in gebruik,woonfunctie,139,139,1,pand.1b2b9fe2-b042-4d5c-b81c-8b98fb71acf7,6.710,53.369
"MULTIPOLYGON (((6.77221512884044 53.36852907205,6.77218599387817 53.3685794250263,6.77209912803157 53.3685614461696,6.7721048211527 53.3685516035743,6.77201921094964 53.3685338887782,6.77197481785939 53.3686106123022,6.77206050387166 53.3686283442303,6.77207644476911 53.3686007885615,6.77215900014229 53.3686178824929,6.77216063656609 53.3686150419665,6.77226867835681 53.3686374048755,6.77231893499857 53.3685505491111,6.77221512884044 53.36852907205)))","0024100000149942",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149942,1953,Pand in gebruik,woonfunctie,214,214,1,pand.c701e8b3-2338-4184-94bb-4be6e012fe27,6.772,53.369
"MULTIPOLYGON (((6.78172833325869 53.3588845708887,6.78191435925763 53.3589420828437,6.78194462328243 53.358902551587,6.78203495563496 53.3589273845484,6.78212112263765 53.358814415811,6.78202640680234 53.3587887351217,6.78199960989649 53.3588240026287,6.78189691128768 53.3587930226324,6.78182974339863 53.3587714705501,6.78172833325869 53.3588845708887)))","0024100000149757",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149757,1830,Pand in gebruik,woonfunctie,300,300,1,pand.88741bf2-7765-45b5-ad5d-6204796c0645,6.782,53.359
"MULTIPOLYGON (((6.78155209229434 53.359272845663,6.78159632111698 53.3592887778264,6.78164635192215 53.3592380541877,6.78153588273593 53.3591990763013,6.78148539845836 53.3592497152881,6.78148828348685 53.3592506703357,6.78140898415711 53.3593299501936,6.78147220113453 53.3593524020132,6.78155209229434 53.359272845663)))","0024100000149758",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149758,1950,Pand in gebruik,woonfunctie,152,152,1,pand.f2983909-85b8-4d9d-8766-3b9b3f18ac1e,6.782,53.359
"MULTIPOLYGON (((6.74937671003136 53.3595879163658,6.74889727865752 53.3593712951799,6.74887369099735 53.359390163769,6.74879430333434 53.3593545783773,6.7488420650996 53.3593163852732,6.74873797931621 53.3592693074752,6.74871744447099 53.3592854366137,6.74865647973367 53.3592576493231,6.74860182250593 53.3593005752831,6.74866277196904 53.3593283537878,6.74863347196548 53.3593513667495,6.74873831716506 53.3593987056277,6.74875340866857 53.3593866729347,6.74883295504401 53.3594225261438,6.74869814264779 53.359529550877,6.74917772780145 53.3597462609719,6.74937671003136 53.3595879163658)))","0024100000149759",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149759,1980,Pand in gebruik,"industriefunctie,woonfunctie",310,310,1,pand.2cb7c1b6-9d3c-4c7f-a5fd-4a6553e87e52,6.749,53.360
"MULTIPOLYGON (((6.78108059927204 53.3593898310034,6.78111550544602 53.3593405409622,6.78100856215338 53.3593130241984,6.7809733642865 53.3593625871776,6.78108059927204 53.3593898310034)))","0024100000149760",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149760,1630,Pand in gebruik,bijeenkomstfunctie,65,65,1,pand.7448b0aa-4668-4c6d-891a-1691cbac9b35,6.781,53.359
"MULTIPOLYGON (((6.78140619201395 53.3595544604244,6.78148283022134 53.3594672136177,6.78136649533866 53.3594303434662,6.78128964975889 53.3595181497529,6.78140619201395 53.3595544604244)))","0024100000149761",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149761,1850,Pand in gebruik,woonfunctie,114,114,1,pand.9af6df33-d15f-4604-a888-9e8f4b98fa63,6.781,53.359
"MULTIPOLYGON (((6.80211276170628 53.367837871534,6.80163375956709 53.3679666713594,6.80185177688027 53.3682567198388,6.80204949700799 53.3682035498356,6.80210279228957 53.3682744539992,6.802157658286 53.3682597001109,6.80213787661512 53.3682333782501,6.80216130346663 53.3682270818514,6.80217051100015 53.3682393387074,6.80220789271425 53.368229292607,6.80227369518465 53.3683168359991,6.80239873719498 53.3682832119148,6.80231170752277 53.3681674317037,6.80235227600493 53.3681565213264,6.80211276170628 53.367837871534)))","0024100000149943",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149943,1865,Pand in gebruik,"industriefunctie,woonfunctie",1364,1364,1,pand.98cd5c41-c13c-47c8-b631-49b9293d43b8,6.802,53.368
"MULTIPOLYGON (((6.77310096805122 53.3686082285875,6.77310213349865 53.368608493734,6.77311943788885 53.3685813086212,6.7730666441733 53.3685692821917,6.77307755671694 53.3685521634476,6.77294089551653 53.3685210278815,6.77289447254714 53.3685939200374,6.77301356125302 53.368621052535,6.7730024060693 53.3686385694633,6.77300381356015 53.3686388857399,6.77298891195512 53.3686623048693,6.7730644246541 53.3686795062762,6.77307816868781 53.3686579336709,6.77307043426829 53.3686561716107,6.77310096805122 53.3686082285875)))","0024100000149945",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149945,1935,Pand in gebruik,woonfunctie,249,249,1,pand.f01b99b7-0b9a-46ef-aacf-aeca938eee32,6.773,53.369
"MULTIPOLYGON (((6.75661875828238 53.394884304525,6.75664230296184 53.3948517853091,6.75656326514967 53.3948313425873,6.75653972042135 53.3948638617881,6.75661875828238 53.394884304525)))","0024100000148695",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000148695,1992,Pand in gebruik,,,,0,pand.5ea07096-382e-484e-849e-205b17965fc4,6.757,53.395
"MULTIPOLYGON (((6.75635108730656 53.3948765218223,6.75632247511269 53.3949137354844,6.75641300450006 53.3949386035961,6.75644161691781 53.3949013988959,6.75635108730656 53.3948765218223)))","0024100000148696",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000148696,1981,Pand in gebruik,,,,0,pand.0b92a77c-babb-4a10-a850-6e76b95ca0a0,6.756,53.395
