WKT,identifica,rdf_seeals,bouwjaar,status,gebruiksdo,oppervlakt,oppervla_1,aantal_ver,fuuid,longitude,latitude
"MULTIPOLYGON (((6.81358388218417 53.3725475677511,6.81350123413496 53.3725846277649,6.81350056804504 53.3725849322109,6.81350195561345 53.3725859941173,6.81353262357312 53.3726095430915,6.81356785672294 53.3725931207025,6.81358742415127 53.3726081744164,6.81361954796926 53.3725931458141,6.81358624329322 53.3725675702589,6.81360104030633 53.3725606550678,6.81358388218417 53.3725475677511)))","0010100000014345",http://bag.basisregistraties.overheid.nl/bag/id/pand/0010100000014345,1985,Pand in gebruik,woonfunctie,43,43,1,pand.fdeec235-906c-4758-910f-8c9bd149a5ab,6.814,53.373
"MULTIPOLYGON (((6.81350195561345 53.3725859941173,6.81350056804504 53.3725849322109,6.81350123413496 53.3725846277649,6.81345406720195 53.3725470220969,6.81345584284549 53.372546192276,6.81343348295887 53.3725289430413,6.81336587000758 53.3725603789966,6.81343786715165 53.3726158696362,6.81350195561345 53.3725859941173)))","0010100000014346",http://bag.basisregistraties.overheid.nl/bag/id/pand/0010100000014346,1985,Pand in gebruik,woonfunctie,70,70,1,pand.527efcb2-3d91-4626-a51e-8437ad85b33c,6.813,53.373
"MULTIPOLYGON (((6.81728093234504 53.3725548334137,6.81715724585171 53.3725488001456,6.81715247187156 53.3725760584985,6.8172764209545 53.3725823043222,6.81728093234504 53.3725548334137)))","0010100000014347",http://bag.basisregistraties.overheid.nl/bag/id/pand/0010100000014347,1980,Pand in gebruik,,,,0,pand.fe9b7917-9bf3-4b3b-a570-4175de7a5365,6.817,53.373
"MULTIPOLYGON (((6.81728093234504 53.3725548334137,6.8172764209545 53.3725823043222,6.81727518623571 53.372589912445,6.81742015467799 53.3725983435377,6.81742676576368 53.3725576467479,6.81746154637368 53.3725597494022,6.81746839311113 53.3725121303368,6.81744880955813 53.372511096102,6.81745711823207 53.37245366456,6.81731127452289 53.3724455584421,6.81729562659909 53.372548008848,6.81728218238079 53.372547234095,6.81728093234504 53.3725548334137)))","0010100000014349",http://bag.basisregistraties.overheid.nl/bag/id/pand/0010100000014349,1980,Pand in gebruik,woonfunctie,225,225,1,pand.58fb4835-d281-4a82-9ff4-97992931d74d,6.817,53.373
"MULTIPOLYGON (((6.81245778622874 53.3724773330875,6.81230433783107 53.3725081678386,6.81227003886617 53.3724484646881,6.81215589759153 53.3724729026313,6.81220691420378 53.3725609932524,6.81231896443507 53.3725369305015,6.81234530718062 53.372583706722,6.81250081061749 53.3725518500918,6.81245778622874 53.3724773330875)))","0010100000014341",http://bag.basisregistraties.overheid.nl/bag/id/pand/0010100000014341,1910,Pand in gebruik,woonfunctie,222,222,1,pand.b2fa3f05-88d4-483b-a851-e4ee5faf9b5e,6.812,53.373
"MULTIPOLYGON (((6.81358388218417 53.3725475677511,6.81356635405422 53.372534197257,6.81355183647544 53.3725409294044,6.81351993446713 53.3725164155578,6.81345584284549 53.372546192276,6.81345406720195 53.3725470220969,6.81350123413496 53.3725846277649,6.81358388218417 53.3725475677511)))","0010100000014342",http://bag.basisregistraties.overheid.nl/bag/id/pand/0010100000014342,1985,Pand in gebruik,woonfunctie,57,57,1,pand.7a62e2a4-305a-4d94-b11a-d277ef9dfc7f,6.814,53.373
"MULTIPOLYGON (((6.81181415974308 53.3724898095638,6.81170959261298 53.3725125161613,6.81173642530274 53.3725564110872,6.81162350930492 53.3725811125857,6.81165350989933 53.3726299214773,6.81177092007973 53.3726043489768,6.81176919095218 53.3726015926819,6.81186868970688 53.372580105294,6.81181415974308 53.3724898095638)))","0010100000014343",http://bag.basisregistraties.overheid.nl/bag/id/pand/0010100000014343,1961,Pand in gebruik,woonfunctie,203,203,1,pand.3daf410c-2872-425e-9d1b-1ad4411a4e7e,6.812,53.373
"MULTIPOLYGON (((6.81562391909048 53.3725845402081,6.81567093255021 53.3725477670758,6.81556384351519 53.3724994341642,6.81559297977437 53.3724763617974,6.81543478872301 53.3724050015151,6.81542803999632 53.3724103745837,6.81538944524538 53.3723929500148,6.8153447753276 53.3724278979519,6.81538292544613 53.3724455075403,6.81530882235312 53.3725031898223,6.81546687219155 53.3725752708514,6.81551622323785 53.3725360347334,6.81562391909048 53.3725845402081)))","0010100000014344",http://bag.basisregistraties.overheid.nl/bag/id/pand/0010100000014344,1740,Pand in gebruik,woonfunctie,390,390,1,pand.c28c195f-241b-46b4-ad3c-0cb39596b1f1,6.815,53.372
"MULTIPOLYGON (((6.81336824633031 53.3726415871389,6.81333091290681 53.3725665446648,6.81325099754794 53.3725808816556,6.81328825276555 53.372655835217,6.81336824633031 53.3726415871389)))","0010100000014350",http://bag.basisregistraties.overheid.nl/bag/id/pand/0010100000014350,1985,Pand in gebruik,woonfunctie,84,84,1,pand.f2104782-1b79-434f-b871-aa956598a6f6,6.813,53.373
"MULTIPOLYGON (((6.81328825276555 53.372655835217,6.81325099754794 53.3725808816556,6.81317108213536 53.3725952185934,6.81320825914735 53.3726700832419,6.81328825276555 53.372655835217)))","0010100000014351",http://bag.basisregistraties.overheid.nl/bag/id/pand/0010100000014351,1985,Pand in gebruik,woonfunctie,84,84,1,pand.f795ae28-3234-43b5-a31a-b7f9f3274820,6.813,53.373
"MULTIPOLYGON (((6.81196732639184 53.3727499377005,6.81201637628048 53.3727427967475,6.8120086860212 53.3727238368435,6.81195950691827 53.3727311590502,6.81196732639184 53.3727499377005)))","0010100000014352",http://bag.basisregistraties.overheid.nl/bag/id/pand/0010100000014352,1927,Pand in gebruik,overige gebruiksfunctie,6,6,1,pand.74040d9f-1c2c-4c8e-b7a0-e18a80735d2e,6.812,53.373
"MULTIPOLYGON (((6.8127499062907 53.3726821655797,6.81276234283064 53.3727123919533,6.81277482982755 53.3727436870991,6.81279258229279 53.3727411582538,6.81282660614709 53.3727362978336,6.81281679871454 53.3727119533059,6.81287129441768 53.3727041004506,6.81289912537909 53.372700086226,6.81291288229518 53.3727343317926,6.81306357660306 53.3727115177506,6.81304231791257 53.3726590290292,6.8129706943449 53.3726696640378,6.81294635257006 53.3726107416924,6.8127809413999 53.3726342691729,6.81279821401627 53.3726748533745,6.8127499062907 53.3726821655797)))","0010100000014353",http://bag.basisregistraties.overheid.nl/bag/id/pand/0010100000014353,1897,Pand in gebruik,woonfunctie,225,225,1,pand.59964457-bf94-49a6-8f12-d61584249200,6.813,53.373
"MULTIPOLYGON (((6.81314462157099 53.372304168857,6.81318536345324 53.3722957330205,6.8131634794931 53.3722579263837,6.81312273764221 53.3722663622129,6.81314462157099 53.372304168857)))","0010100000017227",http://bag.basisregistraties.overheid.nl/bag/id/pand/0010100000017227,2001,Pand in gebruik,,,,0,pand.4e2d8a3f-dcb2-4d3a-9271-beb6c85db0a0,6.813,53.372
"MULTIPOLYGON (((6.81730171248274 53.3723649299824,6.81720939407235 53.3723726952951,6.81721749643268 53.3724071514003,6.81730981491541 53.3723993860813,6.81730171248274 53.3723649299824)))","0010100000017230",http://bag.basisregistraties.overheid.nl/bag/id/pand/0010100000017230,1965,Pand in gebruik,,,,0,pand.6e510d4f-03ba-4bc7-a6e5-52d70d026991,6.817,53.372
"MULTIPOLYGON (((6.81556877457494 53.3726294076932,6.81560421657943 53.3726020997858,6.81557631857036 53.3725891492593,6.81554087655867 53.3726164571586,6.81556877457494 53.3726294076932)))","0010100000017232",http://bag.basisregistraties.overheid.nl/bag/id/pand/0010100000017232,1950,Pand in gebruik,,,,0,pand.d12e375c-2f4c-4b70-ad96-c61af5c30388,6.816,53.373
"MULTIPOLYGON (((6.81324929890857 53.3727975619067,6.81334229986296 53.3727790618932,6.81332624078697 53.3727501725516,6.81323322486743 53.3727686727308,6.81324929890857 53.3727975619067)))","0010100000017234",http://bag.basisregistraties.overheid.nl/bag/id/pand/0010100000017234,2000,Pand in gebruik,,,,0,pand.8b9c8c18-cef5-4e0c-af74-9b2fc48b9fd5,6.813,53.373
"MULTIPOLYGON (((6.81494003861954 53.3717553132708,6.81495732288892 53.3717595204137,6.81502811779201 53.3716560563275,6.81494919863946 53.3716369535212,6.81490192159017 53.3717069789119,6.81481013103302 53.3716848835625,6.8147644550661 53.3717529039173,6.81491669465717 53.3717894687682,6.81494003861954 53.3717553132708)))","0010100000016392",http://bag.basisregistraties.overheid.nl/bag/id/pand/0010100000016392,1930,Pand in gebruik,woonfunctie,178,178,1,pand.d4b49b69-1d60-4c89-9fed-3f4375e78a1c,6.815,53.372
"MULTIPOLYGON (((6.81626614448034 53.3718114575032,6.81631103616975 53.3717872991473,6.81627768166917 53.3717652295806,6.81631650418715 53.3717442795497,6.81621801777973 53.3716789507246,6.8160952106486 53.3717450122157,6.81619399742454 53.3718103375713,6.81623282002399 53.3717893875674,6.81626614448034 53.3718114575032)))","0010100000016393",http://bag.basisregistraties.overheid.nl/bag/id/pand/0010100000016393,1976,Pand in gebruik,woonfunctie,106,106,2,pand.e038d967-39cf-42a8-98c8-1b69d2e88a99,6.816,53.372
"MULTIPOLYGON (((6.80434016394402 53.3659009701346,6.80441575892111 53.3659473385502,6.80468380994814 53.3657884290338,6.80458195761208 53.365727596679,6.80431445429007 53.3655700910635,6.80407584282952 53.3657150926274,6.80391281374692 53.3656190979412,6.80371772534389 53.3657376426372,6.80368302380825 53.3657172120135,6.80366898689711 53.3657257435809,6.80360880719622 53.3656903182462,6.80357890689501 53.3657084902146,6.80343378943185 53.3656230585714,6.80334526645756 53.3656768505355,6.80349482755857 53.365764916872,6.8034456466313 53.3657948093328,6.80347328554479 53.3658110906253,6.80349586037106 53.365824600848,6.80347094521999 53.3658394969858,6.80378221858136 53.3660227649836,6.80418007037792 53.3657810106419,6.80423300426144 53.3658121806622,6.80410596471586 53.3658893690187,6.80423500318466 53.3659645921104,6.80434016394402 53.3659009701346)))","0010100000016403",http://bag.basisregistraties.overheid.nl/bag/id/pand/0010100000016403,2008,Pand in gebruik,"industriefunctie,woonfunctie",2147,2147,1,pand.73941bfb-3d27-41f0-a749-16fe50832d43,6.804,53.366
"MULTIPOLYGON (((6.81325984237424 53.3720897373964,6.81331152427389 53.3720736323026,6.81327528519834 53.3720320418821,6.81322360333478 53.3720481469605,6.81325984237424 53.3720897373964)))","0010100000019135",http://bag.basisregistraties.overheid.nl/bag/id/pand/0010100000019135,1991,Pand in gebruik,,,,0,pand.fc222e77-d5c1-4011-a047-1ddc1d5496a3,6.813,53.372
"MULTIPOLYGON (((6.81702559220981 53.37217506913,6.81707125389715 53.3721618736448,6.8170330795189 53.3721146099992,6.81698741786973 53.37212780547,6.81702559220981 53.37217506913)))","0010100000019139",http://bag.basisregistraties.overheid.nl/bag/id/pand/0010100000019139,1965,Pand in gebruik,,,,0,pand.4792b455-8f12-409a-85bf-40cadb7f4f82,6.817,53.372
"MULTIPOLYGON (((6.81329493606231 53.3721566109292,6.81320106825926 53.3721851858743,6.81324716080712 53.3722393571768,6.81334102899478 53.3722107911788,6.81329493606231 53.3721566109292)))","0010100000019140",http://bag.basisregistraties.overheid.nl/bag/id/pand/0010100000019140,1991,Pand in gebruik,,,,0,pand.ad6847d9-2a8d-4433-baac-f5860a66f77f,6.813,53.372
"MULTIPOLYGON (((6.81346222795552 53.3729613653261,6.81338545545815 53.3730388029977,6.81349117670993 53.3730762806036,6.81356793376429 53.3729988340614,6.81346222795552 53.3729613653261)))","0010100000019144",http://bag.basisregistraties.overheid.nl/bag/id/pand/0010100000019144,2007,Pand in gebruik,,,,0,pand.8b29bf24-bd48-44d9-9f29-c98b24135a98,6.813,53.373
"MULTIPOLYGON (((6.8033620554243 53.3688677659797,6.80326625222241 53.3688831640902,6.80330234132466 53.3689634902373,6.80339814469188 53.3689480920979,6.8033620554243 53.3688677659797)))","0010100000020211",http://bag.basisregistraties.overheid.nl/bag/id/pand/0010100000020211,1980,Pand in gebruik,,,,0,pand.087e0964-7cbc-46b3-823a-82aa64e36d80,6.803,53.369
"MULTIPOLYGON (((6.81435487096555 53.368673207013,6.81430882757191 53.3686888503182,6.81434479096616 53.3687267144036,6.81439083438697 53.3687110710847,6.81435487096555 53.368673207013)))","0010100000019406",http://bag.basisregistraties.overheid.nl/bag/id/pand/0010100000019406,1990,Pand in gebruik,,,,0,pand.bc438c29-bbdc-4e0f-91cc-b70889a97ae0,6.814,53.369
"MULTIPOLYGON (((6.8107603020902 53.3734251166126,6.81068054629977 53.3734307242751,6.81069013642495 53.3734794154487,6.81076987728356 53.3734738079575,6.8107603020902 53.3734251166126)))","0010100000019544",http://bag.basisregistraties.overheid.nl/bag/id/pand/0010100000019544,1970,Pand in gebruik,,,,0,pand.3d451db4-fbe3-4d8f-b98b-1f8f2acaee3a,6.811,53.373
"MULTIPOLYGON (((6.81209850738475 53.3734355314607,6.81204707670885 53.3733830584774,6.81193160095067 53.3734235435661,6.8119830315351 53.3734760165983,6.81209850738475 53.3734355314607)))","0010100000019545",http://bag.basisregistraties.overheid.nl/bag/id/pand/0010100000019545,2006,Pand in gebruik,,,,0,pand.68863953-ac60-43e6-b787-a320ab197433,6.812,53.373
"MULTIPOLYGON (((6.80868207915903 53.3735345940254,6.80862708976337 53.3735612142073,6.80865225779482 53.3735798150276,6.80870724749526 53.3735532038171,6.80868207915903 53.3735345940254)))","0010100000019548",http://bag.basisregistraties.overheid.nl/bag/id/pand/0010100000019548,1989,Pand in gebruik,,,,0,pand.1ec5c4e5-df7c-4ea8-9999-75530f01373f,6.809,53.374
"MULTIPOLYGON (((6.81306104160063 53.3735885403209,6.81308238791963 53.3735611396529,6.81303869257724 53.3735489598959,6.81301734623631 53.3735763605563,6.81306104160063 53.3735885403209)))","0010100000019550",http://bag.basisregistraties.overheid.nl/bag/id/pand/0010100000019550,1995,Pand in gebruik,,,,0,pand.4afc4bee-46ab-4a0d-a01a-bdb1a8022d76,6.813,53.374
"MULTIPOLYGON (((6.81466725359191 53.3689630568924,6.81470074457534 53.3689472119486,6.81456877452299 53.3688474031836,6.81453528356794 53.3688632480911,6.81466725359191 53.3689630568924)))","0010100000021729",http://bag.basisregistraties.overheid.nl/bag/id/pand/0010100000021729,1995,Pand in gebruik,,,,0,pand.2cfcf258-299c-4ddb-ad75-1962f0797b8d,6.815,53.369
"MULTIPOLYGON (((6.81582831355105 53.3695509529937,6.81580249233798 53.3696054741949,6.81593170015912 53.3696273669906,6.81595752122111 53.3695728457626,6.81582831355105 53.3695509529937)))","0010100000021730",http://bag.basisregistraties.overheid.nl/bag/id/pand/0010100000021730,2002,Pand in gebruik,,,,0,pand.4cc5d228-1855-4867-a3d4-c09e3936d405,6.816,53.370
"MULTIPOLYGON (((6.8200843235605 53.3697542133997,6.82011677432111 53.3696543840212,6.8198569884633 53.3696241839492,6.81986241253443 53.3696074856356,6.81978212234464 53.3695981525062,6.8197718460324 53.3696297720067,6.81970433160248 53.3696219221887,6.81967673216366 53.3697068302744,6.8200843235605 53.3697542133997)))","0010100000021731",http://bag.basisregistraties.overheid.nl/bag/id/pand/0010100000021731,1980,Pand in gebruik,"industriefunctie,woonfunctie",293,293,1,pand.8f2108ec-30eb-4af9-a356-0d5aaf70f100,6.820,53.370
"MULTIPOLYGON (((6.81312638323585 53.3699887985485,6.81348080320476 53.369899999488,6.81324582215141 53.369564522086,6.81289140444712 53.3696533204569,6.81312638323585 53.3699887985485)))","0010100000021732",http://bag.basisregistraties.overheid.nl/bag/id/pand/0010100000021732,1996,Pand in gebruik,,,,0,pand.cc2d881a-ab68-4a71-9fa0-1139f904d36f,6.813,53.370
"MULTIPOLYGON (((6.81728008362215 53.3704841148949,6.81737018715379 53.3704789998303,6.81736024425976 53.3704162856101,6.8172701258385 53.3704214008455,6.81728008362215 53.3704841148949)))","0010100000021734",http://bag.basisregistraties.overheid.nl/bag/id/pand/0010100000021734,1970,Pand in gebruik,,,,0,pand.2da05445-1a88-44fc-8576-e3800a0bb87e,6.817,53.370
"MULTIPOLYGON (((6.80616398603237 53.3706606845593,6.80616893309646 53.3706238901628,6.80611487558024 53.3706212927371,6.80610992847018 53.3706580871315,6.80616398603237 53.3706606845593)))","0010100000021735",http://bag.basisregistraties.overheid.nl/bag/id/pand/0010100000021735,1946,Pand in gebruik,,,,0,pand.e6634008-0f40-4e95-a0fb-5058c31559ef,6.806,53.371
"MULTIPOLYGON (((6.80635042245185 53.3707175971912,6.80640132874383 53.370689795052,6.8064285419645 53.370707617355,6.80650270952054 53.3706671126624,6.80647360738476 53.3706480545785,6.80648630064757 53.3706411201514,6.80640685692716 53.3705890831377,6.806339596583 53.3706258039256,6.80635896221717 53.3706384887911,6.80628844016254 53.3706770003595,6.80635042245185 53.3707175971912)))","0010100000021736",http://bag.basisregistraties.overheid.nl/bag/id/pand/0010100000021736,1976,Pand in gebruik,,,,0,pand.fe22fc55-0188-4808-8d40-9d965e626409,6.806,53.371
"MULTIPOLYGON (((6.80628979842266 53.3706890259937,6.80620933882693 53.3707342057668,6.80626050912149 53.3707667975726,6.80634096872378 53.3707216177659,6.80628979842266 53.3706890259937)))","0010100000021737",http://bag.basisregistraties.overheid.nl/bag/id/pand/0010100000021737,1923,Pand in gebruik,,,,0,pand.91ae9889-f373-4c6a-bda5-3db912e6a3d0,6.806,53.371
"MULTIPOLYGON (((6.80501612254597 53.3708029839644,6.8050537815059 53.3707826084649,6.80501181740141 53.3707548680896,6.80497415844563 53.3707752435761,6.80501612254597 53.3708029839644)))","0010100000021739",http://bag.basisregistraties.overheid.nl/bag/id/pand/0010100000021739,1900,Pand in gebruik,,,,0,pand.6b158348-e506-4d99-b2de-b062c1d9b06d,6.805,53.371
"MULTIPOLYGON (((6.80660606936649 53.3708752292413,6.80648481506344 53.3709431855838,6.80652995589312 53.3709719932875,6.80665121020519 53.3709040369002,6.80660606936649 53.3708752292413)))","0010100000021740",http://bag.basisregistraties.overheid.nl/bag/id/pand/0010100000021740,1967,Pand in gebruik,,,,0,pand.74cf7be1-d7bb-4468-a7bd-e2d637ce881a,6.807,53.371
"MULTIPOLYGON (((6.81408443168381 53.3711745514813,6.81408244453182 53.3712156695101,6.81412921670681 53.3712164806291,6.81413120381413 53.3711753625996,6.81408443168381 53.3711745514813)))","0010100000021741",http://bag.basisregistraties.overheid.nl/bag/id/pand/0010100000021741,1998,Pand in gebruik,,,,0,pand.b9631ae5-52ba-41b6-ae9a-dfd63212f000,6.814,53.371
"MULTIPOLYGON (((6.81579090415802 53.3712304659271,6.81580342095948 53.3711856732085,6.81570102630923 53.3711754496022,6.81568852442385 53.3712202421323,6.81579090415802 53.3712304659271)))","0010100000021742",http://bag.basisregistraties.overheid.nl/bag/id/pand/0010100000021742,1956,Pand in gebruik,,,,0,pand.8e520d9c-226c-4595-8474-6bcd58476386,6.816,53.371
